"Step","data:features decay:1 pretrained:true frozen:12","data:features decay:1 pretrained:true frozen:12__MIN","data:features decay:1 pretrained:true frozen:12__MAX","data:time-series decay:1 pretrained:true frozen:12","data:time-series decay:1 pretrained:true frozen:12__MIN","data:time-series decay:1 pretrained:true frozen:12__MAX"
"0","1.4090777981170093","1.3911382706828153","1.4319141478706665","1.4149436376803797","1.3977158397798122","1.4437332615812797"
"1","1.3454260935803446","1.3187974390276225","1.3611184550271478","1.3506207450781327","1.2986559130040254","1.383080798560651"
"2","1.3247408974911385","1.2984086073533123","1.3496806941833717","1.2617098261017223","1.1296657424586025","1.3736752092343627"
"3","1.3089947478227884","1.2781303459430642","1.338268277679734","1.137355289507905","0.9722633455325714","1.365736799616043"
"4","1.2979652510823454","1.2658914494563942","1.331385516526788","1.0006252782564826","0.8038616158098348","1.3282137490901724"
"5","1.2884688904270338","1.2577221206856966","1.319227079385543","0.8672830395266975","0.6685721172615583","1.2347945419460902"
"6","1.280244670813391","1.2449597217358994","1.3156414679966548","0.7364545091256813","0.5307685012518152","1.112444009338176"
"7","1.271397888696144","1.226839992824432","1.309002310655918","0.6221518709000562","0.44415982104536317","0.9645662553515683"
"8","1.265338721833756","1.228195157164855","1.3081937010604838","0.5134662211332998","0.3572579864487953","0.8027177048051004"
"9","1.2631501774262857","1.2369514712406882","1.3072917100304868","0.42731971075013625","0.28162087954068016","0.6868200556092983"
"10","1.2549772897926175","1.2146477929289419","1.2984523739804847","0.3546334199592085","0.23716277774114214","0.5594892233486499"
"11","1.2522678121267175","1.2112040967367488","1.2891952528993145","0.29786588174527684","0.19948872081843028","0.46392115431980785"
"12","1.244669926073903","1.2000554472949996","1.2892979630790817","0.24753427700249458","0.16735847776158022","0.3863203247402369"
"13","1.2405418476599483","1.2010715464709711","1.2836552670387813","0.21460826981472322","0.14835151262969706","0.3054684042057248"
"14","1.2377636070571039","1.1907740111049299","1.2828784144765626","0.18690948971522928","0.13037271680134105","0.2575029404118996"
"15","1.2357395669973075","1.1950295792575694","1.2831430408593525","0.16251208283900126","0.11642750951290999","0.2118910294435763"
"16","1.2315179744604487","1.1892039594684902","1.2799669700168481","0.14202099750961444","0.10129298753449643","0.16876988421161418"
"17","1.2271129535856393","1.1767629354079234","1.2777105767697219","0.12678180908117098","0.10517881501811037","0.16636371735461172"
"18","1.226495344144012","1.1839991835761368","1.272477498934971","0.11547096167900091","0.08481091526871327","0.1470028749572669"
"19","1.2229153392518313","1.1684896051883698","1.2726977329654816","0.10603687631461764","0.07846401146438849","0.1374996849415434"
"20","1.2203415979524468","1.1701839649083703","1.2654095793537086","0.09921658632485636","0.07780198933820194","0.12218722462360891"
"21","1.2123688183602097","1.1552567999516299","1.2625033834415835","0.08868321105984317","0.07015508599436457","0.10386723202755405"
"22","1.2157643613141178","1.1595900163858264","1.260991794934412","0.08424307955733769","0.06997031215319283","0.09741172665153827"
"23","1.2078183580951134","1.160158849417918","1.2543982961736773","0.08088657715249697","0.06633180575885174","0.09226919615359586"
"24","1.207680672781499","1.1484573688126196","1.2526905649183198","0.07414870368800167","0.055265006924380675","0.09846087407453682"
"25","1.201327857094407","1.144550529072887","1.249207223661213","0.06974123898065504","0.0580380139547849","0.08654494591942373"
"26","1.2010441629160606","1.1447762406713236","1.2528253753526561","0.06837082522643538","0.05493528772566912","0.08507374771028652"
"27","1.196925276990127","1.1441811990935773","1.2481628166689411","0.06117138246453809","0.04874413559148449","0.07527430598404326"
"28","1.191034739802405","1.1380615475514118","1.2424625014244772","0.06217844467397201","0.052019922380054165","0.0766971256027612"
"29","1.1887594155957553","1.1361306250961","1.2390356765001156","0.05679418869831771","0.043853673608837254","0.07385875218468117"
"30","1.1856620421297004","1.1300718180866145","1.2362343213864881","0.05577009006596317","0.04763285108618263","0.07295520803667109"
"31","1.184071085407198","1.1228135547202662","1.2409215363600443","0.053556712183680064","0.04444905471129934","0.06332671386167117"
