"Step","name: thesis","name: thesis__MIN","name: thesis__MAX"
"0","0.26791148577769475","0.2554460580912855","0.27522043568464644"
"1","0.2878673869747239","0.2811234817813755","0.29894968879667955"
"2","0.30102615666466837","0.2932442946058082","0.3149671052631563"
"3","0.31201632592492934","0.3008947095435675","0.3205971659919016"
"4","0.3145028551469631","0.3020617219917003","0.32306794605809025"
"5","0.31922809770729504","0.30718360995850524","0.32831950207468774"
"6","0.32185397779345565","0.31353734439833925","0.3323001012145728"
"7","0.32491354296742914","0.31690871369294504","0.33982793522267024"
